feature,mean_cluster0,mean_cluster1,difference_cluster1_minus_cluster0,cohens_d,abs_cohens_d,p_value,q_value
BreastVol,-0.08404734957441916,0.1465825799125288,0.23062992948694794,0.231812025967081,0.231812025967081,0.0016821155125128927,0.002329421743767854
SER_Washout_tissue_vol_cu_mm_T1,0.08362848971254813,-0.14585206836771766,-0.2294805580802658,-0.2306424620924558,0.2306424620924558,0.0006377503765427397,0.0009243012306605733
Grouping_based_mean_of_peak_enhancement_slope_2D_tumorSlice_Group_2,0.08329361445750713,-0.14526802997648536,-0.2285616444339925,-0.2297075608591776,0.2297075608591776,0.001759603569953268,0.002424037209649163
WashinRate_map_inverse_difference_is_homom_tumor,0.08307566896426911,-0.14488792265792222,-0.22796359162219132,-0.22909917713589545,0.22909917713589545,0.0007925658009632565,0.0011240410421167902
WashinRate_map_Homogeneity1_tumor,0.08307566896426911,-0.14488792265792222,-0.22796359162219132,-0.22909917713589545,0.22909917713589545,0.0007925658009632565,0.0011240410421167902
Sum_avg_Tumor,-0.08287797280876592,0.14454313114862025,0.22742110395738618,0.22854736886551752,0.22854736886551752,0.001066357279817349,0.0014923359815433269
Grouping_based_mean_of_washin_slope_3D_tumor_Group_3,0.08200178020878526,-0.14301500953079802,-0.22501678973958328,-0.22610232020939017,0.22610232020939017,0.00047353425869854204,0.0006919879084296374
Grouping_based_mean_of_washin_slope_2D_tumorSlice_Group_2,0.08065235620122042,-0.14066154980331907,-0.22131390600453948,-0.22233851653812964,0.22233851653812964,0.0014968306625718472,0.0020811219822125765
Sum_of_Squares_variance_tissue_PostCon,-0.0798592821518918,0.13927839089585922,0.219137673047751,0.22012749373750107,0.22012749373750107,0.002827727274501685,0.003855329196421112
Grouping_based_variance_of_washout_slope_3D_tumor_Group_1,0.07984193894161784,-0.1392481435112739,-0.21909008245289174,-0.2200791506520263,0.2200791506520263,2.5966523277797014e-05,4.1374369921550064e-05
Autocorrelation_Tumor,-0.07814985104546097,0.13629706164476194,0.21444691269022292,0.21536425467871356,0.21536425467871356,0.002025521630457722,0.002768736285561072
Ratio_Tissue_vol_enhancing_more_than_0percent_from_PostCon_to_Tissue_Vol,0.07808378017672342,-0.13618183090345468,-0.2142656110801781,-0.21518021973220985,0.21518021973220985,0.0029824259653983246,0.004055792636749906
PE_map_kurtosis_tumor,0.07806116417805499,-0.13614238752482202,-0.21420355170287703,-0.2151172258900211,0.2151172258900211,0.0008333962012366977,0.001178787675011265
SER_map_Autocorrelation_tumor,0.0777225217524883,-0.13555177900880397,-0.21327430076129228,-0.214174052899186,0.214174052899186,0.0010489585139292837,0.001471880779492284
Homogeneity2_tissue_PostCon,-0.07664861914177175,0.13367884171749278,0.21032746085926451,0.2111839286501202,0.2111839286501202,0.004921011407097579,0.006623956830418879
SER_map_sum_variance__tumor,0.07655037535789623,-0.1335074998801408,-0.21005787523803704,-0.21091044848352505,0.21091044848352505,0.0012401252873786314,0.0017309400449163485
Cluster_Shade_Tumor,-0.07651245282065905,0.13344136116936373,0.20995381399002278,0.2108048868327807,0.2108048868327807,0.0017260565599891654,0.0023840311233270716
Max_Probability_tissue_T1,0.07623646881211747,-0.13296003191637198,-0.20919650072848944,-0.21003670299590357,0.21003670299590357,0.0019037765427539837,0.0026090616350177656
WashinRate_map_Homogeneity2_tumor,0.07184307775497768,-0.12529774870362168,-0.19714082645859937,-0.19781926682988593,0.19781926682988593,0.0033401314470801638,0.0045305885525779655
inverse_difference_normalized_tissue_PostCon,0.07173458067529084,-0.12510852463011696,-0.1968431053054078,-0.19751781362908566,0.19751781362908566,0.009185296323486709,0.01211726123472436
2nd_DFT_CoeffMap_Momment_Invariant_1_2D_tumorSlice,-0.07017391125053449,0.12238664283575398,0.19256055408628847,0.19318293990182958,0.19318293990182958,0.00938976324389455,0.012356180985124917
Time_to_Peak_from_char_curv,-0.07008198600289268,0.12222632082647338,0.19230830682936606,0.19292768946804745,0.19292768946804745,0.0036785867778022824,0.004976911522908971
WashinRate_map_Cluster_Prominence_tissue_PostCon,0.06986909094199872,-0.12185502170241455,-0.19172411264441327,-0.19233657335165252,0.19233657335165252,0.004493908430174731,0.006064483570312329
Sum_entropy_Tumor,-0.06922865230102958,0.12073806621548713,0.1899667185165167,0.19055863555092145,0.19055863555092145,0.006102652065352227,0.00817291884195273
Maximum_variance_of_enhancement_Tumor,0.06908301129225812,-0.12048406136090248,-0.18956707265316058,-0.19015437607061325,0.19015437607061325,0.00028669665784196425,0.0004272183999954904
Max_probability_Tumor,0.0686403770697622,-0.11971208619905144,-0.18835246326881364,-0.18892587643631786,0.18892587643631786,0.006858236858505003,0.00913855742606838
Grouping_based_proportion_of_3D_tissue_T1_Group_3,-0.06797163793337425,0.1185457733004677,0.18651741123384197,0.1870702117974033,0.1870702117974033,0.01233709168955273,0.015917857326276572
WashinRate_map_skewness_tumor,0.06762373720688043,-0.11793901786676168,-0.18556275507364212,-0.18610500846676178,0.18610500846676178,0.005039520831786851,0.006766260203084375
Entropy_Tumor,-0.06726402918668713,0.11731166995058993,0.18457569913727706,0.18510717331857282,0.18510717331857282,0.007600111726024926,0.010076338604178411
"F1_DT_POSTCON (T11=0.05,T12=0.1)",-0.0671418146427291,0.1170985219661883,0.1842403366089174,0.1847681774533097,0.1847681774533097,0.012392598158115645,0.015942020741717463
SER_Partial_tissue_vol_cu_mm_T1,0.06709011031776914,-0.11700834716134692,-0.18409845747911607,-0.18462476561423946,0.18462476561423946,0.0069069804372089445,0.009180383545938522
WashinRate_map_Cluster_Shade_tissue_PostCon,0.06691729154090675,-0.11670694298503417,-0.18362423452594093,-0.18414543869394437,0.18414543869394437,0.0076351675707040136,0.010097509112256058
WashinRate_map_Dissimilarity_tissue_T1,-0.06669321821878925,0.11631614844110315,0.1830093666598924,0.1835239966355014,0.1835239966355014,0.011324088284025636,0.014682457603552846
ASD_Tumor,0.06631889010111652,-0.1156633023787329,-0.18198219247984943,-0.1824859490143677,0.1824859490143677,0.006557823208914855,0.008760324438171612
Grouping_based_proportion_of_3D_tissue_T1_Group_2,0.06613065378422525,-0.11533500927844054,-0.1814656630626658,-0.18196400311817976,0.18196400311817976,0.011422521491813694,0.014773872540756586
Energy_Tumor,0.06538641933283092,-0.11403702895547371,-0.17942344828830464,-0.17990070755663667,0.17990070755663667,0.009624001185493362,0.012539646864842336
Homogeneity1_tissue_PostCon,-0.06381993548741743,0.11130500653460171,0.17512494202201914,0.1755595516366675,0.1755595516366675,0.01995329610872201,0.025312454775812815
inverse_difference_is_homom_tissue_PostCon,-0.06381993548741743,0.11130500653460171,0.17512494202201914,0.1755595516366675,0.1755595516366675,0.01995329610872201,0.025312454775812815
WashinRate_map_inverse_difference_normalized_tissue_T1,0.06251808219426232,-0.10903451239829971,-0.17155259459256203,-0.1719535016147527,0.1719535016147527,0.017465501595705393,0.022317029816734668
SER_map_Sum_of_Squares_variance_tumor,0.06191910602608575,-0.10798986943835236,-0.16990897546443812,-0.17029489733065586,0.17029489733065586,0.009532114992719262,0.012512379233619081
SER_map_sum_average_tumor,0.061625967030484695,-0.10747862107102374,-0.16910458810150844,-0.16948329451108649,0.16948329451108649,0.010420601217204721,0.013544221238086726
sum_variance__tissue_PostCon,-0.061161351264906724,0.10666830905129594,0.16782966031620267,0.16819708849753015,0.16819708849753015,0.021211114991386823,0.026779665466452576
2nd_DFT_CoeffMap_Momment_Invariant_4_2D_tumorSlice,-0.05989610980823013,0.10446166770125859,0.1643577775094887,0.16469546417605394,0.16469546417605394,0.056079751505457805,0.06867173274626662
1st_DFT_CoeffMap_Momment_Invariant_7_2D_tumorSlice,0.05748853033836853,-0.10026273445917859,-0.1577512647975471,-0.15803619022380702,0.15803619022380702,0.059808240794143,0.07289990640576417
WashinRate_map_information_measure_correlation2_tissue_T1,0.05687905407490537,-0.09919977883302156,-0.15607883290792693,-0.1563511792117949,0.1563511792117949,0.024726516956024333,0.03099603665814425
2nd_DFT_CoeffMap_Momment_Invariant_2_2D_tumorSlice,-0.05676398824045656,0.09899909853841526,0.15576308677887182,0.1560330928036016,0.1560330928036016,0.0366597636942456,0.04552350937618761
PE_map_information_measure_correlation1_tissue_T1,-0.0561967825765681,0.09800986485080042,0.1542066474273685,0.15446527659788034,0.15446527659788034,0.02430575617411941,0.030540962033513464
Max_Probability_tissue_PostCon,-0.05369278371260154,0.09364277159400122,0.14733555530660275,0.14754706500443893,0.14754706500443893,0.029548229160627756,0.036865597231066236
2nd_DFT_CoeffMap_Momment_Invariant_2_3D_tumor,-0.05359548952612493,0.09347308589972987,0.1470685754258548,0.14727835446615584,0.14727835446615584,0.0992857771876312,0.11697589339032717
1st_DFT_CoeffMap_Momment_Invariant_1_2D_tumorSlice,-0.053020919956902605,0.09247100921055047,0.14549192916745307,0.1456916376110419,0.1456916376110419,0.045216290993594914,0.05575621896412986
SER_map_skewness_tumor,-0.05287029367972763,0.09220830981047735,0.145078603490205,0.14527571403601747,0.14527571403601747,0.012416091768596588,0.015942020741717463
information_measure_correlation1_tissue_T1,-0.05211438832967288,0.09088997488448924,0.14300436321416213,0.14318869838890147,0.14318869838890147,0.04422217922762587,0.05478579112743345
SER_Washout_tumor_vol_cu_mm,0.05120918719638184,-0.08931126100321334,-0.14052044819959517,-0.1406900528604175,0.1406900528604175,0.02145995457602144,0.027029323739798432
information_measure_correlation2_tissue_PostCon,-0.050264734452148394,0.08766409044333003,0.13792882489547842,0.13808370900635303,0.13808370900635303,0.05299496437709893,0.06504486346980355
Grouping_based_variance_of_washin_slope_2D_tumorSlice_Group_1,0.05020216928199121,-0.08755497380728208,-0.13775714308927328,-0.13791107513756776,0.13791107513756776,0.009612958344384347,0.012539646864842336
Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_1,0.05020216928199121,-0.08755497380728208,-0.13775714308927328,-0.13791107513756776,0.13791107513756776,0.009612958344384347,0.012539646864842336
2nd_DFT_CoeffMap_Momment_Invariant_1_3D_tumor,-0.04936215482693564,0.08608994859697672,0.13545210342391237,0.1355935273647918,0.1355935273647918,0.08159670344737435,0.09699922724418208
PE_map_information_measure_correlation1_tumor,0.04863845452767977,-0.08482778081315576,-0.13346623534083552,-0.13359728831692402,0.13359728831692402,0.061416817160126556,0.07468849719013092
Cluster_Shade_tissue_T1,0.04828315717453609,-0.0842081253103519,-0.132491282484888,-0.1326173793300995,0.1326173793300995,0.05172523324062583,0.06363406600997921
2nd_DFT_CoeffMap_Momment_Invariant_3_2D_tumorSlice,-0.04827053817400627,0.08418611717252295,0.13245665534652923,0.13258257779400728,0.13258257779400728,0.09256103236999229,0.1092963975976025
WashinRate_map_Sum_of_Squares_variance_tissue_PostCon,0.04790815088922033,-0.08355409649131865,-0.13146224738053897,-0.1315832089491612,0.1315832089491612,0.045052071216337794,0.055683517928604424
Grouping_based_variance_of_washin_slope_3D_tumor_Group_3,0.047685295557722954,-0.0831654261810286,-0.13085072173875156,-0.13096867784534402,0.13096867784534402,0.013083419096265508,0.016758180876330398
Energy_tissue_T1,0.04761524350347295,-0.08304325206260439,-0.13065849556607734,-0.13077551403367846,0.13077551403367846,0.061853367956232364,0.07504686157992413
1st_DFT_CoeffMap_Momment_Invariant_2_3D_tumor,-0.047344176877853396,0.08257049895958964,0.12991467583744304,0.130028097948427,0.130028097948427,0.1406526168260804,0.1624568434519575
1st_DFT_CoeffMap_Momment_Invariant_2_2D_tumorSlice,-0.0469634571699462,0.08190650565948951,0.12886996282943572,0.1289784187771467,0.1289784187771467,0.07960927187275038,0.09504696624220793
Autocorrelation_tissue_PostCon,-0.04688677883463513,0.08177277499135767,0.1286595538259928,0.1287670215222014,0.1287670215222014,0.07465295317517089,0.08934708649245565
2nd_DFT_CoeffMap_Momment_Invariant_4_3D_tumor,-0.0468512953703839,0.08171089014001491,0.1285621855103988,0.12866919723737166,0.12866919723737166,0.15554131862773876,0.17887251642189958
2nd_DFT_CoeffMap_Momment_Invariant_3_3D_tumor,-0.046744455128853696,0.08152455567115569,0.12826901080000938,0.12837465476481555,0.12837465476481555,0.1564801699412854,0.1795618435985683
sum_average_tissue_PostCon,-0.04654422497349672,0.08117534474544426,0.127719569718941,0.12782267114271112,0.12782267114271112,0.07307735481823502,0.08765968412436809
Grouping_based_variance_of_peak_enhancement_slope_3D_tumor_Group_3,0.04545177389357047,-0.07927005804057223,-0.1247218319341427,-0.12481153403191814,0.12481153403191814,0.017570582753148756,0.022397200666061906
WashinRate_map_information_measure_correlation2_tissue_PostCon,0.0451247262995533,-0.07869967146291151,-0.12382439776246482,-0.12391024205171741,0.12391024205171741,0.08432360348289218,0.10001611265123311
Grouping_based_variance_of_peak_enhancement_slope_3D_tumor_Group_2,0.04430719290361098,-0.07727385429022614,-0.12158104719383711,-0.12165755233651455,0.12165755233651455,0.020550791529831025,0.026008059137034956
1st_DFT_CoeffMap_Momment_Invariant_4_2D_tumorSlice,-0.04373833045748941,0.07628173109550243,0.12002006155299184,0.12009032147240893,0.12009032147240893,0.12479764032198204,0.14573499278218213
WashinRate_map_sum_variance__tissue_PostCon,0.04320125837113033,-0.07534505180203045,-0.11854631017316078,-0.11861086177919651,0.11861086177919651,0.07067911913718622,0.0851691435616663
SER_map_sum_variance__tissue_PostCon,0.043181777793942326,-0.0753110767477677,-0.11849285454171002,-0.11855720249683907,0.11855720249683907,0.07020589760663799,0.08479205441532306
WashinRate_map_Autocorrelation_tissue_PostCon,0.04302995582916179,-0.07504629201157373,-0.11807624784073552,-0.11813901675224132,0.11813901675224132,0.07173578602776082,0.08624597911064881
Grouping_based_variance_of_washin_slope_3D_tumor_Group_2,0.042550973067193715,-0.07421092326599842,-0.11676189633319213,-0.11681977726851314,0.11681977726851314,0.02483367565496383,0.031056771681976042
"F1_DT_T1NFS(T11=0.05,T12=0.1)",-0.041748646516656704,0.07281162755583614,0.11456027407249285,0.1146102826922715,0.1146102826922715,0.11447843060834387,0.13457575509291977
WashinRate_map_Correlation1_tissue_PostCon,0.041693382169287,-0.07271524390238489,-0.11440862607167189,-0.11445810682895317,0.11445810682895317,0.11605345353458042,0.1358236215725288
WashinRate_map_Correlation2_tissue_PostCon,0.04169338216258227,-0.07271524389069214,-0.11440862605327441,-0.11445810681049177,0.11445810681049177,0.11605345359316262,0.1358236215725288
Grouping_based_variance_of_washout_slope_2D_tumorSlice_Group_1,0.04099704729766023,-0.07150080272746681,-0.11249785002512705,-0.11254083652158482,0.11254083652158482,0.031180816705798687,0.038810945970276484
Grouping_based_mean_of_peak_enhancement_slope_2D_tumorSlice_Group_3,0.04091590237564357,-0.07135928211942566,-0.11227518449506924,-0.11231743298422878,0.11231743298422878,0.06749186244898661,0.08170067559614169
SER_map_sum_variance__tissue_T1,0.0408114174162403,-0.07117705537475263,-0.11198847279099294,-0.11202977672818973,0.11202977672818973,0.09005761501117131,0.10657825132194547
WashinRate_map_difference_entropy_tissue_T1,-0.039756890010773455,0.06933790936402676,0.10909479937480021,0.10912692776153116,0.10912692776153116,0.13123512262782205,0.15224425410113568
1st_DFT_CoeffMap_Momment_Invariant_4_3D_tumor,-0.03949405372787127,0.06887951037063275,0.10837356409850402,0.10840350558533365,0.10840350558533365,0.23124324691977544,0.25807526924169033
1st_DFT_CoeffMap_Momment_Invariant_3_3D_tumor,-0.039437650044085226,0.06878113966022023,0.10821878970430546,0.10824826703398881,0.10824826703398881,0.2319019139580264,0.2582654999658862
TumorMajorAxisLength_mm,0.03912199354462528,-0.06823061969389939,-0.10735261323852467,-0.10737952633309601,0.10737952633309601,0.12870946883333567,0.14997204628377658
1st_DFT_CoeffMap_Momment_Invariant_3_2D_tumorSlice,-0.038814832210173636,0.0676949156998863,0.10650974791005993,0.10653421981213047,0.10653421981213047,0.16403314551472703,0.18782150211534762
1st_DFT_CoeffMap_Momment_Invariant_7_3D_tumor,0.03859375721125547,-0.06730935037439212,-0.10590310758564758,-0.10592585521706015,0.10592585521706015,0.202632267376731,0.22904373812455278
Ratio_Tissue_vol_enhancing_more_than_0percent_from_T1_to_Tissue_Vol,-0.03843853592013251,0.06703863705118629,0.1054771729713188,0.10549872623648264,0.10549872623648264,0.12916243522694928,0.1501690730440795
WashinRate_map_kurtosis_tissue_T1,-0.038385605700912435,0.06694632422837721,0.10533192992928964,0.10535307897664133,0.10535307897664133,0.23701131770468434,0.2622991361208745
Enhancement_variance_decreasing_rate_Tumor,0.03592565242171554,-0.06265604856882513,-0.09858170099054067,-0.098585740119698,0.098585740119698,0.057639225773271324,0.07041836127958552
1st_DFT_CoeffMap_Momment_Invariant_6_3D_tumor,-0.035711321797607685,0.06228224575416113,0.09799356755176881,0.09799626755536067,0.09799626755536067,0.2791628535641251,0.306384127666851
1st_DFT_CoeffMap_Momment_Invariant_1_3D_tumor,-0.03525094242281968,0.06147932220170359,0.09673026462452328,0.09673016800645545,0.09673016800645545,0.19641872323230922,0.22249572717321536
1st_DFT_CoeffMap_Momment_Invariant_6_2D_tumorSlice,-0.03514565344441512,0.061295693209605005,0.09644134665402013,0.0964406256356883,0.0964406256356883,0.21139674368784805,0.2369255877348975
SER_map_Autocorrelation_tissue_PostCon,0.03409752209985152,-0.059467702233669026,-0.09356522433352055,-0.09355859109119184,0.09355859109119184,0.153447868563356,0.17684950429197238
1st_DFT_CoeffMap_Momment_Invariant_5_3D_tumor,-0.03383837310417339,0.059015734044778716,0.0928541071489521,0.09284609602223576,0.09284609602223576,0.30517105157522306,0.3335443931472996
Grouping_based_mean_of_washin_slope_2D_tumorSlice_Group_3,0.03378609637939763,-0.058924560947401894,-0.09271065732679953,-0.09270237222529287,0.09270237222529287,0.13842765977091728,0.16023683155101803
Grouping_based_variance_of_washout_slope_2D_tumorSlice_Group_2,0.033759027406907866,-0.05887735137038087,-0.09263637877728874,-0.09262795233428239,0.09262795233428239,0.07977476939799683,0.09504696624220793
SER_map_Sum_of_Squares_variance_tissue_PostCon,0.03186721061124651,-0.055577932792233296,-0.08744514340347981,-0.08742770553999843,0.08742770553999843,0.18231310780953214,0.20785265955009158
SER_map_Autocorrelation_tissue_T1,0.03168750675260777,-0.05526452070544127,-0.08695202745804904,-0.08693382058797375,0.08693382058797375,0.18887781064169393,0.21441279362544224
WashinRate_map_information_measure_correlation1_tissue_T1,-0.031507723600036515,0.05495097032625467,0.08645869392629119,0.08643973246032009,0.08643973246032009,0.20979592753051268,0.23563067019881362
SER_Partial_tumor_vol_cu_mm,0.03132414378429139,-0.05463079838569848,-0.08595494216998986,-0.08593522530873328,0.08593522530873328,0.18739734961859464,0.21318967300696037
WashinRate_map_sum_average_tissue_PostCon,0.030752776376805395,-0.05363430641907133,-0.08438708279587673,-0.08436511176998557,0.08436511176998557,0.2039750080175902,0.2298381550261489
SER_map_Sum_of_Squares_variance_tissue_T1,0.030625453164184274,-0.05341224867324944,-0.08403770183743371,-0.08401524828904379,0.08401524828904379,0.20420403187578448,0.2298381550261489
sum_entropy_tissue_PostCon,0.030559547912296176,-0.05329730677561052,-0.0838568546879067,-0.08383415418546894,0.08383415418546894,0.23577843834688636,0.2614817481876371
1st_DFT_CoeffMap_Momment_Invariant_5_2D_tumorSlice,-0.029723416934857524,0.05183905453519806,0.08156247147005559,0.08153680244265257,0.08153680244265257,0.3106686116969309,0.33815575223801736
Ratio_Tissue_vol_enhancing_more_than_30percent_from_PostCon_to_Breast_Vol,0.029351552344175316,-0.05119050498121055,-0.08054205732538586,-0.08051516468281955,0.08051516468281955,0.24816821222352423,0.27407303604643907
information_measure_correlation2_tissue_T1,0.029270138092379074,-0.05104851464920738,-0.08031865274158645,-0.08029150002898298,0.08029150002898298,0.2530278840492218,0.2788578138792465
SER_map_sum_average_tissue_PostCon,0.02725683221939024,-0.047537213335009744,-0.07479404555439999,-0.07476133033504875,0.07476133033504875,0.2568831483007543,0.28251805707089195
Grouping_based_variance_of_washout_slope_3D_tumor_Group_2,0.025822751763723145,-0.04503610873077892,-0.07085886049450207,-0.0708231594422,0.0708231594422,0.17243230006470778,0.1970122823633486
Inf_mea_of_corr2_Tumor,0.025637151526405895,-0.04471241307879386,-0.07034956460519975,-0.07031353385525603,0.07031353385525603,0.3080738305574933,0.3360227966286886
SER_map_sum_average_tissue_T1,0.025604636510771064,-0.0446557053431898,-0.07026034185396086,-0.07022425465495925,0.07022425465495925,0.2899591178775884,0.3175742719611682
Cluster_Prominence_tissue_T1,-0.025022041322160873,0.043639631591625705,0.06866167291378658,0.0686246397865208,0.0686246397865208,0.3261111634458781,0.35350984725997847
WashinRate_map_Cluster_Prominence_tissue_T1,-0.024276457536704092,0.04233929796579976,0.06661575550250384,0.06657768959124805,0.06657768959124805,0.3239636328714267,0.35190300162009186
Grouping_based_variance_of_washin_slope_2D_tumorSlice_Group_3,0.02317988689324367,-0.040426826545954586,-0.06360671343919826,-0.06356747941015978,0.06356747941015978,0.22070393311081826,0.24683378565670797
SER_Total_tumor_vol_cu_mm,0.02302512839280224,-0.040156920351732524,-0.06318204874453476,-0.06314268256318502,0.06314268256318502,0.33094412004801366,0.35801521371247286
WashinRate_map_information_measure_correlation1_tissue_PostCon,0.022671862367521996,-0.03954080758145232,-0.062212669948974314,-0.062173031719255,0.062173031719255,0.39610262168044086,0.4258908269694171
Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_3,0.022469752086890206,-0.03918831762773103,-0.06165806971462123,-0.06161829417132767,0.06161829417132767,0.23503305661261004,0.26120270367241744
Volume_cu_mm_Tumor,0.019150339194936288,-0.03339910347688284,-0.05254944267181913,-0.052509211913945794,0.052509211913945794,0.424827497899559,0.45584938415591625
Median_Elongation_Tumor,0.018155271621957604,-0.03166365824543765,-0.04981892986739525,-0.049779177130132544,0.049779177130132544,0.48462448293906923,0.5189602256574243
SER_map_skewness_tissue_T1,-0.017975105207432104,0.03134943943915241,0.04932454464658451,0.049284906479205165,0.049284906479205165,0.361233502532222,0.3899847404888682
Grouping_based_proportion_of_tumor_voxels_2D_tumorSlice_Group_3,-0.01780209230588876,0.031047696700150847,0.048849789006039604,0.048810268747865815,0.048810268747865815,0.48734841982473454,0.5197728106598479
SER_map_skewness_tissue_PostCon,-0.0171772832082565,0.02995799988106639,0.04713528308932289,0.047096251824058515,0.047096251824058515,0.3743981790477382,0.4033740055320845
WashinRate_map_Cluster_Shade_tissue_T1,-0.0171734444500245,0.02995130490391163,0.04712474935393613,0.04708572139421942,0.04708572139421942,0.4860472387738295,0.5194323016391026
SER_map_Cluster_Shade_tumor,0.01712736806495584,-0.029870945494238462,-0.0469983135591943,-0.04695932555912881,0.04695932555912881,0.5155775076168176,0.548773644928162
Grouping_based_proportion_of_tumor_voxels_3D_tumor_Group_3,-0.013823175956832294,0.024108277115189692,0.03793145307202199,0.03789660543682189,0.03789660543682189,0.5915553516528721,0.6283790783621874
Cluster_Prominence_tissue_PostCon,-0.011804089957091455,0.02058689498468941,0.032390984941780866,0.03235976675458635,0.03235976675458635,0.6497883187664211,0.6847370928833402
WashinRate_map_Homogeneity1_tissue_T1,0.011668608140474646,-0.02035060824499516,-0.032019216385469805,-0.031988267776507456,0.031988267776507456,0.6487660418835973,0.6847370928833402
WashinRate_map_inverse_difference_is_homom_tissue_T1,0.011668608140474646,-0.02035060824499516,-0.032019216385469805,-0.031988267776507456,0.031988267776507456,0.6487660418835973,0.6847370928833402
WashinRate_map_kurtosis_tissue_PostCon,0.01151599932438967,-0.020084451202655704,-0.031600450527045375,-0.03156980925428647,0.03156980925428647,0.6156438068893553,0.6526564606101581
tissueVol_T1,0.01100595313173027,-0.01919490635474396,-0.030200859486474232,-0.030171273024184136,0.030171273024184136,0.6694469312088749,0.7040505499194728
Peak_location_of_enhancement_variance_dynamics_Tumor,-0.01057379208446131,0.018441196909209503,0.02901498899367081,0.02898632849877415,0.02898632849877415,0.6711790913498239,0.7044717050080493
WashinRate_map_Entropy_tissue_T1,0.009067822667104201,-0.01581471453250847,-0.02488253719961267,-0.02485731737695288,0.02485731737695288,0.7240689904446342,0.7584801899905178
Grouping_based_proportion_of_3D_tissue_PostCon_Group_2,-0.008904509622047403,0.015529888805119872,0.024434398427167277,0.024409570332885246,0.024409570332885246,0.7361961839726177,0.7696596468804638
Grouping_based_variance_of_washin_slope_2D_tumorSlice_Group_2,0.008892117818773469,-0.015508276910122734,-0.024400394728896203,-0.024375596497887564,0.024375596497887564,0.7425892034871784,0.7748120091611782
BEDR1_Tumor,-0.007828062812901175,0.013652514310598562,0.02148057712349974,0.021458413359751762,0.021458413359751762,0.756957850763337,0.7882494154602466
WashinRate_map_Max_Probability_tissue_T1,0.007143138879811945,-0.012457974355862449,-0.019601113235674393,-0.01958071360616792,0.01958071360616792,0.7663713788778107,0.79648420319521
Variance_of_Uptake_Tumor,-0.006892850199042882,0.012021458978092899,0.018914309177135782,0.018894566443066845,0.018894566443066845,0.7933567334023217,0.8213027631503487
WashinRate_map_sum_average_tissue_T1,-0.006696152015191783,0.011678407978875977,0.01837455999406776,0.018355337862346964,0.018355337862346964,0.7852474508569045,0.8145017676535343
WashinRate_map_Energy_tissue_T1,0.005988408378486651,-0.010444069374384371,-0.016432477752871023,-0.016415158770739735,0.016415158770739735,0.8147765021999707,0.8418296282495791
Grouping_based_proportion_of_3D_tissue_PostCon_Group_1,0.005622246790414024,-0.009805466128518984,-0.01542771291893301,-0.015411395768847603,0.015411395768847603,0.8176955885040652,0.8431987647537046
Change_in_variance_of_Uptake_Tumor,-0.005556402443328811,0.009690630451758072,0.015247032895086884,0.01523089706502825,0.01523089706502825,0.8250827636011563,0.849161054367727
WashinRate_map_skewness_tissue_T1,0.005222225134997133,-0.009107809312822386,-0.01433003444781952,-0.014314824105612451,0.014314824105612451,0.8566917779153933,0.8748840743576121
WashinRate_map_Correlation1_tumor,-0.005206136850048489,0.009079750577762802,0.01428588742781129,0.01427072185666482,0.01427072185666482,0.8434026780192647,0.8646511951011454
WashinRate_map_Correlation2_tumor,-0.005206136850048489,0.009079750577762802,0.01428588742781129,0.01427072185666482,0.01427072185666482,0.8434026780192647,0.8646511951011454
PE_map_Cluster_Shade_tumor,-0.005161144308749371,0.0090012814432355,0.014162425751984871,0.014147385490126093,0.014147385490126093,0.8518244822559042,0.8715960369697744
Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_2,0.0041074439044688086,-0.00716357776196039,-0.0112710216664292,-0.011258956137388006,0.011258956137388006,0.8804156658188083,0.8920180470943544
Grouping_based_proportion_of_3D_tissue_T1_Group_1,0.004043758435829225,-0.007052507272011127,-0.011096265707840352,-0.011084382235693942,0.011084382235693942,0.8733849299797858,0.8881530615539459
BEDR2_Tumor,0.003965327431877291,-0.006915719866308123,-0.010881047298185415,-0.010869388358662725,0.010869388358662725,0.8744279423642356,0.8881530615539459
WashinRate_map_Sum_of_Squares_variance_tissue_T1,-0.0038608104131416607,0.0067334372086344865,0.010594247621776147,0.010582888436585223,0.010582888436585223,0.8747216352922605,0.8881530615539459
WashinRate_map_Homogeneity2_tissue_T1,0.0037836785026227524,-0.006598915483741152,-0.010382593986363904,-0.010371456403977962,0.010371456403977962,0.8819006401329818,0.8920180470943544
Grouping_based_proportion_of_3D_tissue_PostCon_Group_3,0.002379196022906841,-0.004149431158998289,-0.00652862718190513,-0.00652157458878364,0.00652157458878364,0.9277410002370112,0.936593490697288
difference_entropy_tissue_PostCon,-0.0020592361344662345,0.0035914058773712735,0.0056506420118375075,0.0056445308779291565,0.0056445308779291565,0.9393855446691102,0.9465427678665891
WashinRate_map_sum_entropy_tissue_T1,-0.0014810169853458433,0.0025829641470650213,0.004063981132410865,0.004059578715618596,0.004059578715618596,0.9538503946165446,0.9592906059926847
WashinRate_map_sum_variance__tissue_T1,-0.0005275757208279033,0.0009201171797774688,0.001447692900605372,0.0014461222333415475,0.0014461222333415475,0.9828082587159876,0.9865380813297105
