covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
Cluster,0.9081620280390368,2.4797606118526327,0.860209329833744,-0.7778172776004377,2.594141333678511,0.4594076771557534,13.385089100308983,0.0,1.0557453825972345,0.29108455720989673,1.7804897921071188
Manufacturer_clean_Siemens,1.0967109237843058,2.9943013246959573,0.8560658787809042,-0.5811473670198981,2.7745692145885097,0.5592563260436048,16.03171927710462,0.0,1.2811057547885174,0.20015652279169693,2.320799463194401
