k,silhouette,calinski_harabasz,davies_bouldin
2,0.19565314462683595,200.92986730127757,1.9554816138918516
3,0.15782693652808946,179.17856760806094,1.9329118959381617
4,0.14636726445962248,149.8545701029136,1.9321155006790245
5,0.1424938549655639,134.4237648144631,1.890263650565241
6,0.13423338837487417,122.67531439441208,1.8647584152338021
